gene_name	localisation
MAGEB16	Nucleoplasm
DUSP21	Centrosome
ZNF567	Nucleoplasm
NDUFA4	Mitochondria
ALKBH2	Nucleoplasm
RNFT1	Nucleoli
RELN	Golgi-apparatus
FAM111B	Nucleoplasm
APOD	Plasma-membrane
H1-0	Nuclear-bodies
H1-0	Nucleoplasm
GAGE2A	Plasma-membrane
LITAF	Nucleoplasm
VSTM1	Vesicles
ARID2	Nucleoplasm
SF3B3	Nucleoli
SF3B3	Nucleoli-rim
SF3B3	Nucleoplasm
IL1RAPL2	Plasma-membrane
BLOC1S3	Golgi-apparatus
SP6	Nucleoplasm
ANKRD34B	Mitochondria
ANKRD34B	Nucleoplasm
FSCB	Flagellar-centriole
CLDN4	Plasma-membrane
ZNF573	Intermediate-filaments
GRAPL	Centrosome
FAM47E	Cytosol
FAM47E	Plasma-membrane
JPT1	Cytosol
ZNF527	Nuclear-speckles
ZAR1L	Nucleoplasm
S100A13	Cytosol
S100A13	Plasma-membrane
ZNF33A	Endoplasmic-reticulum
ZNF33A	Nucleoli-fibrillar-center
KRT77	Nuclear-membrane
KRT77	Plasma-membrane
PCDH18	Cytosol
BTBD8	Nucleoplasm
MAOA	Mitochondria
C15orf61	Nucleoli
C15orf61	Vesicles
NUGGC	Nuclear-speckles
TSPYL1	Nucleoli
TSPYL1	Nucleoplasm
PNRC2	Nucleoplasm
DRICH1	Nucleoli
DRICH1	Nucleoplasm
FHIT	Nucleoli-fibrillar-center
FHIT	Plasma-membrane
ZKSCAN3	Nucleoplasm
FOXR2	Nucleoplasm
RRP7A	Nucleoli
FAM53B	Cytosol
FAM180A	Vesicles
BNIP5	Cytosol
S100A14	Cell-Junctions
S100A14	Cytosol
S100A14	Nuclear-bodies
S100A14	Plasma-membrane
KAZN	Nucleoplasm
SLC35E2B	Nucleoplasm
TOGARAM2	Nucleoplasm
TOGARAM2	Plasma-membrane
NEMP2	Nucleoplasm
KIAA0408	Nucleoplasm
GSPT2	Cytosol
TBC1D28	Vesicles
C8orf76	Nucleoplasm
OTUD6A	Cytosol
HMGB1	Nucleoplasm
SH2D5	Cytosol
RASSF10	Vesicles
GJB4	Cell-Junctions
SYCP2	Nucleoplasm
IL1RAP	Cytosol
IL1RAP	Vesicles
PAX5	Nucleoplasm
TDRD7	Cytoplasmic-bodies
CFAP119	Cytosol
CFAP119	End-piece
CFAP119	Mid-piece
CFAP119	Principal-piece
MATCAP1	Nucleoplasm
MATCAP1	Vesicles
MYT1	Nucleoplasm
AKR1C3	Cytosol
AKR1C3	Nucleoplasm
SPATS2L	Cytosol
SPATS2L	Nucleoli
ZNF250	Nuclear-speckles
WDSUB1	Nucleoli
ZNF79	Cytosol
S100A4	Nucleoplasm
PLEKHG4	Cell-Junctions
FAT4	Cytosol
KIF19	Plasma-membrane
ACADSB	Mitochondria
STK40	Cytosol
TMEM63A	Centriolar-satellite
TMEM63A	Vesicles
CTSE	Vesicles
HRCT1	Nuclear-membrane
MPHOSPH8	Nucleoplasm
GREB1	Cytosol
GREB1	Mitochondria
SIRPB2	Nuclear-bodies
ZNF766	Centrosome
RYR1	Golgi-apparatus
RYR1	Vesicles
SRGAP3	Cytosol
FAM217B	Nucleoplasm
SULT1C3	Cytosol
TUBB	Cytokinetic-bridge
TUBB	Microtubules
LCOR	Nucleoplasm
SUPT5H	Nucleoplasm
XPNPEP3	Mitochondria
OR2C3	Plasma-membrane
ZNF471	Nucleoplasm
GTF2IRD2	Nucleoplasm
SUPT3H	Nucleoplasm
NIF3L1	Vesicles
ATP2A1	Endoplasmic-reticulum
IARS1	Cytosol
IARS1	Nucleoplasm
POM121	Nuclear-membrane
POM121	Nucleoplasm
ZBTB44	Nucleoplasm
NLGN3	Cell-Junctions
NLGN3	Golgi-apparatus
ADH7	Cytosol
ADH7	Plasma-membrane
ZKSCAN7	Cytosol
CPNE4	Cytosol
CPNE4	Nucleoplasm
ZNF565	Nuclear-bodies
ZNF565	Nucleoplasm
WDR5	Nucleoplasm
LONP1	Mitochondria
TRRAP	Nucleoplasm
NUDT11	Cytosol
SRGAP2B	Basal-body
SRGAP2B	Centrosome
SRGAP2B	Cytosol
FUT4	Vesicles
ASB13	Golgi-apparatus
ASB13	Nucleoplasm
SLC35F1	Nucleoplasm
ZNF34	Nucleoplasm
ZNF140	Nucleoplasm
INCA1	Nuclear-bodies
INCA1	Nucleoplasm
ZNF774	Intermediate-filaments
PTPN1	Endoplasmic-reticulum
EVL	Cytosol
EVL	Vesicles
SPANXD	Nucleoplasm
PRTN3	Cytosol
ZNF124	Nuclear-membrane
ZNF124	Nucleoplasm
XRCC6	Nucleoplasm
S100A5	Nucleoplasm
PPP1R26	Nucleoplasm
NBPF4	Cytosol
NBPF4	Nucleoplasm
TSC22D2	Cytosol
NPIPB15	Nucleoplasm
ZNF569	Golgi-apparatus
ZNF569	Nucleoplasm
ZNF569	Vesicles
ARMCX4	Nucleoplasm
YRDC	Mitochondria
ZNF777	Nucleoplasm
PIK3R4	Microtubules
PIK3R4	Primary-cilium
PIK3R4	Vesicles
ZNF605	Nucleoplasm
TRAPPC2	Endoplasmic-reticulum
TRAPPC2	Vesicles
RFX8	Nucleoplasm
ZNF799	Nucleoplasm
C20orf96	Centriolar-satellite
ESRRG	Nucleoplasm
IPO4	Cytosol
NCOR2	Nucleoplasm
ARL9	Plasma-membrane
PRPF40A	Nuclear-speckles
GDAP2	Endoplasmic-reticulum
ANAPC7	Cytokinetic-bridge
ANAPC7	Microtubules
ANAPC7	Mitotic-spindle
TPK1	Vesicles
SLC6A9	Golgi-apparatus
AFAP1	Actin-filaments
NACA	Cytosol
BORCS6	Golgi-apparatus
BORCS6	Vesicles
MAN2A2	Cytoplasmic-bodies
MME	Basal-body
MME	Centrosome
MME	Plasma-membrane
FAM72A	Vesicles
CACNA1H	Nucleoplasm
CACNA1H	Vesicles
XRCC2	Nucleoplasm
XRCC2	Vesicles
MYO6	Nucleoplasm
MRTFA	Nucleoplasm
HDAC2	Nucleoplasm
ZNF782	Mitochondria
ZNF782	Nucleoplasm
ZNF846	Actin-filaments
MMP1	Vesicles
ADH1B	Cytosol
ADH1B	Plasma-membrane
TCF4	Cytosol
TCF4	Nucleoplasm
WNK3	Vesicles
SDHAF3	Mitochondria
HRH1	Plasma-membrane
RABL6	Centrosome
RABL6	Cytosol
ZNF136	Nucleoli
ZKSCAN5	Intermediate-filaments
TRAPPC4	Cytosol
TTC30B	Basal-body
TTC30B	Centrosome
TTC30B	Primary-cilium
TECPR2	Nucleoplasm
ZFP62	Nucleoplasm
ERI2	Nucleoplasm
HSH2D	Plasma-membrane
ZNF33B	Endoplasmic-reticulum
ZNF33B	Nucleoli-fibrillar-center
ZNF512B	Nucleoplasm
AMZ2	Nucleoplasm
NF1	Nucleoplasm
NF1	Plasma-membrane
VKORC1L1	Endoplasmic-reticulum
DAPK1	Centrosome
GM2A	Cytosol
GM2A	Vesicles
H2AC13	Nucleoplasm
CLPSL2	Vesicles
S100A2	Cytosol
S100A2	Nucleoplasm
POU3F4	Nucleoplasm
CD47	Plasma-membrane
TLE1	Nucleoplasm
MAML3	Nuclear-speckles
H2AC11	Nucleoplasm
STRN3	Cytosol
STRN3	Plasma-membrane
ZNF239	Nuclear-bodies
ZSCAN16	Nucleoplasm
MVB12B	Golgi-apparatus
MVB12B	Vesicles
ILRUN	Nuclear-speckles
ADA	Plasma-membrane
ARID5A	Nucleoplasm
PPTC7	Cytosol
PPTC7	Plasma-membrane
KRT39	Annulus
RGPD4	Nuclear-membrane
RGPD4	Vesicles
NHLRC2	Nucleoplasm
H2AC7	Nucleoplasm
ZFP28	Nucleoplasm
CRACDL	Centrosome
CRACDL	Microtubules
ZNG1C	Plasma-membrane
SCN8A	Plasma-membrane
LAMB3	Vesicles
H2BC26	Nucleoplasm
TEX43	Mid-piece
KPNA5	Cytosol
ANKRD36B	Cytosol
ANKRD36B	Nucleoplasm
ARHGEF12	Cytosol
ARHGEF12	Plasma-membrane
PDLIM7	Actin-filaments
PDLIM7	Focal-adhesion-sites
FLNA	Actin-filaments
FLNA	Cytosol
FLNA	Plasma-membrane
SRGAP1	Cytosol
FAM3C	Golgi-apparatus
NOP9	Nucleoplasm
SLC39A10	Cytosol
SLC39A10	Nucleoplasm
CASP4	Cytosol
AP2A1	Vesicles
FUT11	Nuclear-membrane
ANXA4	Cytosol
LAGE3	Nucleoplasm
WDR5B	Nucleoplasm
FAM163B	Cytosol
FAM163B	Nuclear-bodies
FAM163B	Plasma-membrane
NPIPB9	Nucleoplasm
METTL9	Cell-Junctions
METTL9	Nucleoplasm
ZNF429	Nucleoplasm
ZNF470	Nuclear-bodies
ZNF470	Nucleoplasm
SERTAD1	Golgi-apparatus
ZNF398	Nuclear-membrane
ZNF398	Nucleoplasm
ZSCAN25	Nucleoli-fibrillar-center
ANXA6	Cytosol
ZNF441	Nuclear-speckles
GMFB	Cytosol
GMFB	Nucleoplasm
SIGLEC15	Golgi-apparatus
SIGLEC15	Nucleoplasm
ZNF420	Nucleoplasm
ZMYM1	Centriolar-satellite
ZSCAN26	Nucleoli
ZSCAN26	Nucleoplasm
KIAA1671	Microtubules
KIAA1671	Primary-cilium
KRT35	Intermediate-filaments
IGF2R	Golgi-apparatus
GAL3ST4	Nucleoplasm
DYNC1H1	Annulus
DYNC1H1	Centrosome
DYNC1H1	Cytosol
DYNC1H1	Flagellar-centriole
DYNC1H1	Mid-piece
SLC6A17	Mitochondria
PCBP2	Cytosol
PCBP2	Nucleoplasm
ZGPAT	Nucleoplasm
ZGPAT	Plasma-membrane
SRC	Cell-Junctions
SRC	Plasma-membrane
ZNF772	Cytosol
PCNX3	Cytosol
ADAM32	Principal-piece
ACSL5	Mitochondria
ABCB8	Mitochondria
H3C12	Nucleoplasm
SND1	Cytosol
ZNF785	Cytosol
NEK5	Nucleoplasm
PSMD12	Microtubules
NOL4L	Nucleoplasm
CYSRT1	Nuclear-speckles
SLC22A4	Mitochondria
ENTPD4	Vesicles
C1D	Nucleoli
C1D	Nucleoplasm
TBC1D9B	Plasma-membrane
SERPINA1	Vesicles
KANK2	Nucleoplasm
C6orf141	Nuclear-membrane
GTF2E2	Nucleoplasm
RAD54B	Cytosol
RAD54B	Nucleoplasm
ZNF165	Microtubules
ZNF165	Nuclear-speckles
SYNGAP1	Nucleoplasm
BLM	Nucleoplasm
KRBOX5	Cytosol
DDI2	Cytosol
DDI2	Nucleoplasm
SVIL	Plasma-membrane
TRIM33	Vesicles
LRP10	Nucleoplasm
PELI1	Basal-body
PELI1	Nucleoli
PELI1	Nucleoplasm
ZNF655	Nucleoplasm
MRPL21	Mitochondria
MRPL21	Nucleoplasm
UAP1L1	Intermediate-filaments
ZNF786	Nuclear-speckles
ZNF786	Nucleoplasm
ZNF517	Nucleoplasm
SLC22A5	Mitochondria
DACT3	Vesicles
ADARB1	Nucleoplasm
ZNF860	Nucleoli
ZNF860	Nucleoli-rim
HTT	Nucleoplasm
C5AR1	Golgi-apparatus
DIO3	Vesicles
CYP2B6	Nuclear-membrane
H3C4	Nucleoplasm
DCHS2	Plasma-membrane
DCHS2	Vesicles
VEPH1	Cytosol
VEPH1	Nucleoli
VEPH1	Nucleoplasm
SHPK	Nuclear-speckles
SHPK	Nucleoplasm
MAP3K5	Cytosol
OGDHL	Nucleoli-fibrillar-center
GSTK1	Peroxisomes
HNRNPAB	Nucleoplasm
STMN3	Golgi-apparatus
PDGFA	Golgi-apparatus
SPN	Plasma-membrane
ZNF695	Nuclear-speckles
PCDHB11	Plasma-membrane
ZNF628	Nucleoplasm
SLC2A10	Cytosol
ZNF665	Nuclear-membrane
RPF2	Nucleoli
RPF2	Nucleoli-rim
FAM177B	Mid-piece
MYO5A	Centriolar-satellite
MYO5A	Focal-adhesion-sites
ATG7	Cytosol
SIPA1L1	Plasma-membrane
TTC30A	Basal-body
TTC30A	Centrosome
TTC30A	Primary-cilium
ELANE	Vesicles
RAB40C	Vesicles
PIGN	Cytosol
PIGN	Plasma-membrane
COL4A6	Endoplasmic-reticulum
ZNF624	Vesicles
HOXA4	Nuclear-bodies
TOPORS	Nucleoplasm
ENTPD6	Golgi-apparatus
CCDC154	Plasma-membrane
FAR1	Peroxisomes
CPLANE1	Cytosol
CPLANE1	Mid-piece
CPLANE1	Principal-piece
ZNF615	Mitochondria
CDC42SE1	Cell-Junctions
SERPINB13	Cytosol
SERPINB13	Nuclear-speckles
ZNF433	Nuclear-bodies
DNAH10	Principal-piece
SPTAN1	Microtubules
SPTAN1	Vesicles
NMB	Golgi-apparatus
PARVA	Actin-filaments
PARVA	Focal-adhesion-sites
KLHL14	Cytosol
FAM114A1	Cytosol
FAM114A1	Golgi-apparatus
RPE	Cytosol
ZNF460	Nucleoplasm
PHF2	Nucleoli-rim
PHF2	Nucleoplasm
RPS26	Cytosol
RPS26	Endoplasmic-reticulum
PSAP	Vesicles
S100A10	Mitochondria
CFAP43	Flagellar-centriole
CFAP43	Nucleoplasm
LHFPL5	Vesicles
RPL37A	Cytosol
RPL37A	Endoplasmic-reticulum
HOXC6	Nucleoplasm
TXNRD3	Nucleoplasm
MAP1LC3C	Cytoplasmic-bodies
MCMBP	Nucleoplasm
KLHDC1	Cytosol
TAF13	Nucleoplasm
ZNF780A	Nucleoplasm
ATAD3A	Mitochondria
ZNF461	Golgi-apparatus
OCLN	Cell-Junctions
OCLN	Plasma-membrane
CFAP299	Cytosol
CFAP299	Plasma-membrane
H4C16	Nucleoplasm
ZNF181	Nucleoplasm
INKA2	Nucleoplasm
ZNF44	Nucleoplasm
GPAA1	Cytosol
GPAA1	Endoplasmic-reticulum
ADAMTSL2	Vesicles
SGTB	Nucleoplasm
SGTB	Primary-cilium
ZNF790	Nucleoli
CYRIA	Nucleoplasm
MYO1C	Nuclear-bodies
MYO1C	Plasma-membrane
NKIRAS1	Cytosol
NKIRAS1	Endoplasmic-reticulum
NRAP	Intermediate-filaments
H2BC12	Nucleoplasm
TEAD4	Nucleoplasm
HES5	Nucleoplasm
ZNF677	Nucleoplasm
ZNF347	Microtubules
PLCG2	Cytosol
PLCG2	Vesicles
FCHSD1	Nucleoplasm
ZNF71	Nucleoli
S100A6	Cytosol
S100A6	Plasma-membrane
RPL12	Golgi-apparatus
ZNF121	Centrosome
ZNF121	Nucleoplasm
MPZL1	Plasma-membrane
MPZL1	Vesicles
VPS13A	Mitochondria
MBP	Plasma-membrane
AKAP17A	Nuclear-speckles
LEKR1	Nucleoplasm
ENSG00000197991	Vesicles
KEL	Golgi-apparatus
KEL	Plasma-membrane
NOL8	Nucleoli
IRAK4	Cytosol
IRAK4	Microtubules
ODAD3	Principal-piece
MRPL42	Mitochondria
MRPL42	Plasma-membrane
ENTPD7	Nucleoplasm
SPANXA1	Nucleoplasm
ZNF335	Nucleoplasm
ZNF560	Nucleoplasm
TUBA3C	Microtubules
ZNF273	Nucleoplasm
ZNF84	Nucleoplasm
MAK16	Nucleoli
MAK16	Vesicles
ZNF667	Nucleoplasm
GRK6	Mitochondria
MARCHF5	Mitochondria
NPIPB13	Nucleoplasm
AKR1B10	Cytosol
SULT1C4	Cytosol
ZBTB14	Nucleoplasm
CD2AP	Plasma-membrane
ZNF248	Nucleoplasm
TOR4A	Nucleoplasm
HIBCH	Mitochondria
ZNF544	Nucleoplasm
SOWAHC	Cytosol
ZNF770	Nucleoplasm
NPIPB6	Nucleoplasm
HMGN5	Nucleoplasm
MIER1	Nucleoplasm
MAN1A2	Golgi-apparatus
ZNF251	Nucleoplasm
DDRGK1	Endoplasmic-reticulum
TFDP1	Nucleoplasm
ZNF607	Nucleoplasm
ZNF334	Nucleoplasm
HSD17B11	Lipid-droplets
SZT2	Actin-filaments
SZT2	Nucleoplasm
SZT2	Vesicles
ZXDA	Nucleoplasm
RPS6KL1	Nucleoplasm
ENSG00000198211	Microtubules
CACNA1E	Plasma-membrane
FKBP1C	Golgi-apparatus
DDX42	Nuclear-speckles
RPL23A	Cytosol
RPL23A	Endoplasmic-reticulum
RPL23A	Nucleoli-fibrillar-center
SLC29A3	Golgi-apparatus
SLC29A3	Vesicles
STYX	Nucleoplasm
HELZ	Nucleoli
HELZ	Nucleoli-rim
TMEM116	Microtubules
UCKL1	Endoplasmic-reticulum
PEG3	Nucleoplasm
SDAD1	Nucleoli
SDAD1	Nucleoplasm
ZKSCAN8	Nucleoplasm
HYLS1	Cytosol
HYLS1	Plasma-membrane
MYL4	Plasma-membrane
ZNF442	Nuclear-membrane
ZNF813	Vesicles
HOXC4	Nucleoplasm
PIM3	Cytosol
GET3	Nucleoli
ASPH	Endoplasmic-reticulum
GFPT1	Nucleoli
GFPT1	Nucleoplasm
ZNF26	Mitochondria
ITSN2	Plasma-membrane
ITSN2	Vesicles
NTRK1	Cytosol
NTRK1	Vesicles
OGA	Cytosol
TCAF1	Cell-Junctions
TXNRD1	Nucleoplasm
NRARP	Cytosol
ZNF583	Nucleoli
ZNF568	Nucleoplasm
ZXDB	Nucleoplasm
ZNF480	Nucleoplasm
ZNF587	Nucleoplasm
SH3BGRL2	Nucleoplasm
ANKRD35	Plasma-membrane
YTHDF2	Cytosol
TMA16	Nucleoli
MAFK	Nucleoplasm
ARMH1	Cytosol
ARMH1	Plasma-membrane
GPN1	Cytosol
GPN1	Nucleoplasm
C2CD4A	Nucleoplasm
ZNF511	Nuclear-bodies
ZNF627	Nucleoplasm
WDHD1	Nucleoplasm
ZNF789	Nucleoplasm
CTNND1	Plasma-membrane
DDX39B	Nuclear-speckles
SPANXC	Nucleoplasm
ARC	Microtubules
ARC	Vesicles
NUDT16	Nucleoli
NUDT16	Nucleoplasm
TLK1	Nucleoplasm
LRBA	Golgi-apparatus
ZNF536	Cell-Junctions
ZNF536	Nucleoplasm
AKR1C4	Cytosol
AKR1C4	Nucleoplasm
COPS8	Nucleoplasm
CCDC69	Plasma-membrane
MDM4	Nucleoplasm
KLHL9	Cytosol
NCOA6	Nucleoplasm
STK39	Nucleoplasm
CALM1	Cytosol
SKIC3	Nucleoplasm
TUSC1	Vesicles
MAGEA1	Cytosol
PAPSS2	Mitochondria
SLC9A6	Vesicles
FAN1	Cytosol
FAN1	Nucleoplasm
ABCA4	Endoplasmic-reticulum
EIF1AY	Cytosol
IPO9	Cytosol
CEP290	Basal-body
CEP290	Centrosome
CEP290	Mid-piece
DLL1	Plasma-membrane
ANKRD13B	Plasma-membrane
ANKRD13B	Vesicles
ECI2	Mitochondria
ECI2	Peroxisomes
UNC13B	Vesicles
TEX45	End-piece
TEX45	Mid-piece
TEX45	Principal-piece
MT-CYB	Mitochondria
LDB1	Nucleoplasm
CTR9	Nucleoplasm
F5	Golgi-apparatus
MSRB1	Nucleoplasm
ZNF652	Nucleoplasm
SMURF1	Vesicles
SLC5A3	Plasma-membrane
GPATCH3	Nucleoplasm
RPL10A	Cytosol
RPL10A	Endoplasmic-reticulum
RPL10A	Nucleoli
COLGALT2	Nucleoplasm
EPS8L3	Vesicles
SYCP1	Cytosol
SYCP1	Nuclear-bodies
FAM169A	Cytosol
FAM169A	Nuclear-membrane
ZNF830	Nucleoplasm
CNOT7	Nuclear-bodies
TMEM184B	Golgi-apparatus
MTOR	Cytosol
MTOR	Golgi-apparatus
ZNF521	Nucleoplasm
ALPK2	Cytosol
LRIG2	Golgi-apparatus
MT-CO1	Mitochondria
PNP	Cytosol
PAX9	Nucleoli
FOXJ3	Nuclear-speckles
FOXJ3	Nucleoplasm
ZNF358	Nucleoplasm
SFT2D1	Nuclear-bodies
CHAMP1	Nucleoplasm
INPP5F	Vesicles
ARHGAP11A	Cytosol
HMGN2	Nucleoplasm
SELENOM	Cytosol
SELENOM	Nucleoplasm
GJC2	Cytosol
GJC2	Plasma-membrane
OPA1	Mitochondria
OPA1	Nucleoplasm
DENND4B	Golgi-apparatus
DENND4B	Nucleoplasm
RYR3	Vesicles
ZNF277	Nucleoplasm
KTI12	Cytoplasmic-bodies
KTI12	Nuclear-speckles
STYXL2	Nucleoplasm
ARHGEF15	Plasma-membrane
TOX	Nucleoli-fibrillar-center
TOX	Nucleoplasm
CES1	Endoplasmic-reticulum
CD3E	Endoplasmic-reticulum
CD3E	Plasma-membrane
C1orf68	Plasma-membrane
FICD	Nucleoplasm
R3HDM4	Nucleoplasm
TSEN15	Nucleoli
LTN1	Cytosol
RUNDC1	Nuclear-speckles
CCDC152	Nucleoplasm
GRK5	Nuclear-membrane
GRK5	Nuclear-speckles
TYW1	Nucleoli
TYW1	Nucleoli-rim
TYW1	Nucleoplasm
SFMBT2	Nuclear-speckles
SFMBT2	Nucleoplasm
PNMA5	Centrosome
MT-ND4	Mitochondria
SMC5	Nuclear-speckles
PRMT6	Nucleoli
PRMT6	Nucleoplasm
CIPC	Cytosol
CIPC	Nucleoplasm
CAPZA2	Cytosol
TOP1	Nucleoli-fibrillar-center
TOP1	Nucleoplasm
PRC1	Cytokinetic-bridge
PRC1	Microtubules
PRC1	Midbody
GPRASP3	Cytosol
MAP3K3	Nucleoplasm
L1CAM	Nucleoplasm
L1CAM	Plasma-membrane
SREBF2	Nucleoplasm
SREBF2	Vesicles
C1orf174	Nucleoplasm
POU3F3	Nucleoplasm
RASGEF1A	Golgi-apparatus
DZIP3	Vesicles
KIAA0753	Centrosome
DCLRE1A	Nucleoplasm
ATG9A	Vesicles
NOS1AP	Nucleoplasm
NOS1AP	Vesicles
APRT	Cytosol
APRT	Nucleoplasm
GPRASP1	Cytosol
TBKBP1	Nucleoplasm
MAGEE1	Cytosol
CCDC167	Cytosol
L3MBTL3	Nucleoli
L3MBTL3	Nucleoli-rim
MFAP3L	Nucleoplasm
SMG5	Cytoplasmic-bodies
TGM2	Cytosol
ARMCX6	Cytosol
PJA2	Basal-body
PJA2	Cytosol
PJA2	Microtubules
RORB	Nucleoplasm
SGMS1	Nucleoplasm
INF2	Endoplasmic-reticulum
EFCAB2	Cytosol
EFCAB2	Mid-piece
EFCAB2	Plasma-membrane
COX20	Mitochondria
CHML	Cytosol
CHML	Nucleoplasm
STUM	Cytosol
CAPN8	Nuclear-membrane
CAPN8	Nucleoplasm
CAPN8	Vesicles
TATDN3	Nucleoplasm
CR1	Plasma-membrane
RAET1G	Plasma-membrane
RAET1G	Vesicles
C1orf53	Vesicles
SAMD5	Vesicles
ECT2L	Nucleoplasm
CENPW	Nucleoplasm
FAM229B	Nucleoplasm
FANK1	Nucleoplasm
PRR9	Cytosol
EEF1AKMT2	Cytosol
EEF1AKMT2	Nucleoplasm
DDO	Cytosol
PLPP4	Nucleoli
PLPP4	Nucleoli-rim
H3C14	Nucleoplasm
H2BC18	Nucleoplasm
H3C15	Nucleoplasm
HSD3B1	Endoplasmic-reticulum
HSD3B1	Nucleoli
HSD3B1	Primary-cilium
HSD3B2	Endoplasmic-reticulum
HSD3B2	Primary-cilium
RBM20	Golgi-apparatus
RBM20	Nucleoplasm
GDI1	Cytosol
PCMTD2	Mitochondria
SOX18	Nucleoplasm
C1orf146	Centriolar-satellite
SPANXA2	Nucleoplasm
CXorf66	Annulus
CXorf66	Calyx
CXorf66	Perinuclear-theca
C10orf62	Cytosol
SAMD13	Mitochondria
EFCAB7	Cytosol
EFCAB7	Primary-cilium-transition-zone
LDLRAD1	Nucleoplasm
RHOXF2B	Plasma-membrane
ZYG11A	Nucleoplasm
LIPJ	Plasma-membrane
LRRC73	Cytosol
TCEAL5	Nucleoplasm
INPP5B	Cytosol
RPA4	Nucleoplasm
MAFB	Nucleoplasm
TRAF3IP1	Nuclear-bodies
TRAF3IP1	Primary-cilium-transition-zone
CHIC1	Nuclear-speckles
CHIC1	Vesicles
GIGYF2	Cytosol
C2orf72	Nucleoplasm
C2orf72	Plasma-membrane
RUFY2	Nucleoplasm
NHSL2	Cell-Junctions
NHSL2	Plasma-membrane
GGTA1	Cytosol
GGTA1	Plasma-membrane
PHACTR4	Cytosol
PHACTR4	Plasma-membrane
ASAH2B	Focal-adhesion-sites
ZDHHC18	Cytosol
GPRIN2	Microtubules
GPRIN2	Plasma-membrane
SYT15	Golgi-apparatus
MACO1	Cytosol
PTPN20	Centriolar-satellite
ZDBF2	Nucleoplasm
DAXX	Nuclear-bodies
DAXX	Nucleoplasm
BMPR2	Nucleoplasm
BMPR2	Plasma-membrane
TCEA3	Nucleoplasm
PFDN6	Golgi-apparatus
PFDN6	Nucleoplasm
RING1	Nucleoplasm
RXRB	Nucleoplasm
OXLD1	Cytosol
OXLD1	Vesicles
BRD2	Nuclear-speckles
BRD2	Nucleoplasm
HLA-DMA	Vesicles
PSMB8	Vesicles
TAP2	Endoplasmic-reticulum
SPIN3	Nucleoplasm
PAGE3	Nuclear-speckles
COL15A1	Endoplasmic-reticulum
PBX2	Nucleoplasm
AGER	Cell-Junctions
AGER	Plasma-membrane
RNF5	Endoplasmic-reticulum
AGPAT1	Endoplasmic-reticulum
FKBPL	Nucleoplasm
MRPL38	Mitochondria
SMIM5	Vesicles
ERICH2	Nucleoli-fibrillar-center
SP5	Nucleoli
STK19	Nuclear-speckles
BTBD17	Cytosol
DXO	Cytosol
DXO	Nucleoplasm
SKIC2	Nuclear-bodies
SKIC2	Nucleoplasm
NELFE	Nuclear-bodies
NELFE	Nucleoplasm
ZBTB12	Nucleoplasm
EHMT2	Nuclear-speckles
EHMT2	Nucleoplasm
XAGE1A	Nucleoplasm
LAYN	Cytosol
XAGE1B	Nucleoplasm
NEU1	Vesicles
HSPA1B	Annulus
HSPA1B	Cytosol
HSPA1B	Flagellar-centriole
HSPA1B	Vesicles
HSPA1A	Annulus
HSPA1A	Flagellar-centriole
HSPA1A	Vesicles
HSPA1L	Annulus
HSPA1L	Flagellar-centriole
HSPA1L	Vesicles
LSM2	Nucleoplasm
VARS1	Cytosol
VARS1	Endoplasmic-reticulum
VWA7	Cytosol
VWA7	Plasma-membrane
CARD16	Mitochondria
MBD5	Midbody
MBD5	Nucleoplasm
MSH5	Nucleoli-fibrillar-center
MPIG6B	Golgi-apparatus
CSNK2B	Nucleoplasm
GPANK1	Endoplasmic-reticulum
C6orf47	Cytosol
APOM	Golgi-apparatus
BAG6	Nucleoplasm
PRRC2A	Cytosol
LST1	Cytosol
LST1	Plasma-membrane
NFKBIL1	Nucleoplasm
MICB	Golgi-apparatus
MICB	Plasma-membrane
ZNF551	Nuclear-speckles
ZNF551	Nucleoplasm
ZNF805	Nucleoplasm
POU5F1	Nucleoplasm
CCHCR1	Cytosol
DHX16	Nucleoplasm
MRPS18B	Mitochondria
PPP1R10	Nucleoplasm
ABCF1	Cytosol
PRR3	Nucleoplasm
LILRB3	Plasma-membrane
DDR1	Plasma-membrane
GNL1	Vesicles
HLA-E	Plasma-membrane
HLA-E	Vesicles
TRIM39	Cytosol
TRIM15	Cytosol
ZNF616	Centrosome
TRIM40	Cytosol
RNF39	Centrosome
RNF39	Plasma-membrane
RNF39	Vesicles
PPP1R11	Vesicles
RACK1	Nucleoplasm
TBC1D8	Nucleoplasm
TBC1D8	Plasma-membrane
ASPDH	Nucleoplasm
CBY3	Nucleoplasm
AKT1S1	Cytosol
MAS1L	Plasma-membrane
CFAP95	Mid-piece
CFAP95	Principal-piece
TRIM27	Nucleoli
MALRD1	Golgi-apparatus
RANBP17	Nuclear-bodies
RANBP17	Nucleoplasm
FOXD4L5	Nucleoplasm
MRPL53	Mitochondria
MROH6	Nucleoplasm
ATXN2	Cytosol
DCTN1	Microtubules
SPATA31A1	Acrosome
SPATA31A1	Equatorial-segment
TCTN1	Actin-filaments
TCTN1	Primary-cilium
FAM216A	Actin-filaments
ZBTB48	Nucleoplasm
IGFL2	Nucleoplasm
IGFL4	Cytosol
NAT8B	Endoplasmic-reticulum
GPR20	Plasma-membrane
KRT25	Vesicles
SPINK9	Nucleoplasm
SPINK9	Vesicles
ZNF155	Cytosol
